Code fournisseur;libelle fournisseur;num article interne;type web;libelle article;code groupe;libelle groupe;code famille;libelle famille;code sous famille;libelle sous famille;collection;modele;matiere;couleur;divers;photo;matiere interne;couleur interne;divers interne;ligne produit;libelle taille;quantite;gencod interne;gencod fournisseur;pvttc;pvpromo;code tva;taux tva;date creation;date modification;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALEX M;alex max;005040443;1;;9;ACCESSOIRES;2;MAROQUINERIE;7;SAC FEMME;H22;BO126;JEANS;BLEU;;;;;;;TU;1;9005040443016;;99.99;99.99;1;20;20220909;20230204
ALEX M;alex max;005040459;1;;9;ACCESSOIRES;0;ACCESSOIRES TEXTILE;4;CEINTURES FEMME;H22;CT1665;;CAMEL;;;;;;;XS;0;9005040459017;;29.99;29.99;1;20;20220909;20230204
ALEX M;alex max;005040459;1;;9;ACCESSOIRES;0;ACCESSOIRES TEXTILE;4;CEINTURES FEMME;H22;CT1665;;CAMEL;;;;;;;S;1;9005040459024;;29.99;29.99;1;20;20220909;20230204
ALEX M;alex max;005040459;1;;9;ACCESSOIRES;0;ACCESSOIRES TEXTILE;4;CEINTURES FEMME;H22;CT1665;;CAMEL;;;;;;;M;0;9005040459031;;29.99;29.99;1;20;20220909;20230204
ALEX M;alex max;005040459;1;;9;ACCESSOIRES;0;ACCESSOIRES TEXTILE;4;CEINTURES FEMME;H22;CT1665;;CAMEL;;;;;;;L;0;9005040459048;;29.99;29.99;1;20;20220909;20230204
ALEX M;alex max;005040459;1;;9;ACCESSOIRES;0;ACCESSOIRES TEXTILE;4;CEINTURES FEMME;H22;CT1665;;CAMEL;;;;;;;XL;1;9005040459055;;29.99;29.99;1;20;20220909;20230204
ALEX M;alex max;005040459;1;;9;ACCESSOIRES;0;ACCESSOIRES TEXTILE;4;CEINTURES FEMME;H22;CT1665;;CAMEL;;;;;;;XXL;0;9005040459062;;29.99;29.99;1;20;20220909;20230204
ALLEN;ALLEN and JO;005045329;1;;8;DIVERS;9;DIVERS;3;PONCHO;E23;A857;IMPRI;BEIGE;;;;;;;TU;1;9005045329018;;69.99;69.99;1;20;20230215;20230225
ANDROM;androméde;005010302;1;;2;FEMME;3;MAILLE FEMME;6;GILET FEMME;E23;1658;;ROSE;;;;;;;TU;1;9005010302015;;39.99;39.99;1;20;20191216;20230223
ANDROM;androméde;005044567;1;;2;FEMME;1;PETITS HAUTS FEMME;4;CHEMISIER;E23;92624;ECRU;KAKI;;;;;;;TU;2;9005044567015;;49.99;49.99;1;20;20230126;20230225
