Code fournisseur;libelle fournisseur;num article interne;type web;libelle article;code groupe;libelle groupe;code famille;libelle famille;code sous famille;libelle sous famille;collection;modele;matiere;couleur;divers;photo;matiere interne;couleur interne;divers interne;ligne produit;libelle taille;quantite;gencod interne;gencod fournisseur;pvttc;pvpromo;code tva;taux tva;date creation;date modification;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BANDIT;banditas;005044929;1;;2;FEMME;0;PIECES A MANCHES FEMME;1;VESTES FEMME;E23;PATRICE;RAYÉ;NOIR;;;;;;;XL;0;9005044929059;;69.99;69.99;1;20;20230203;20230218
BANDIT;banditas;005044929;1;;2;FEMME;0;PIECES A MANCHES FEMME;1;VESTES FEMME;E23;PATRICE;RAYÉ;NOIR;;;;;;;XXL;0;9005044929066;;69.99;69.99;1;20;20230203;20230218
BANDIT;banditas;005044253;1;;2;FEMME;1;PETITS HAUTS FEMME;5;HAUTS;E23;PESARO;DORÉ;BLANC;;;;;;;TU;1;9005044253017;;44.99;44.99;1;20;20230117;20230220
BANDIT;banditas;005044251;1;;2;FEMME;0;PIECES A MANCHES FEMME;7;MANTEAUX FEMME;E23;PREZZEMO;ORANGE;ECRU;;;;;;;TU;1;9005044251013;;119.99;119.99;1;20;20230117;20230220
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;XXXS;0;9005045342024;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;XXS;0;9005045342031;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;XXS/;0;9005045342048;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;XS;0;9005045342055;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;XS/S;0;9005045342062;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;S;1;9005045342079;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;S/M;0;9005045342086;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;M;1;9005045342093;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;M/L;0;9005045342109;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;L;1;9005045342116;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;L/XL;0;9005045342123;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;XL;0;9005045342130;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;XXL;0;9005045342147;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;XXL/;0;9005045342154;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005045342;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;ECRU;;;;;;;XXXL;0;9005045342161;;49.99;49.99;1;20;20230215;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;XXXS;0;9005040903022;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;XXS;0;9005040903039;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;XXS/;0;9005040903046;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;XS;0;9005040903053;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;XS/S;0;9005040903060;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;S;1;9005040903077;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;S/M;0;9005040903084;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;M;1;9005040903091;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;M/L;0;9005040903107;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;L;1;9005040903114;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;L/XL;0;9005040903121;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;XL;0;9005040903138;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;XXL;0;9005040903145;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;XXL/;0;9005040903152;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005040903;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;QUARZO;;NOIR;;;;;;;XXXL;0;9005040903169;;49.99;49.99;1;20;20220922;20230215
BANDIT;banditas;005041791;1;;2;FEMME;3;MAILLE FEMME;6;GILET FEMME;H22;RITA;ECRITU;NOIR B;;;;;;;TU;1;9005041791017;;84.99;84.99;1;20;20221017;20230215
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;XXXS;0;9005044926027;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;XXS;0;9005044926034;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;XXS/;0;9005044926041;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;XS;0;9005044926058;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;XS/S;0;9005044926065;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;S;1;9005044926072;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;S/M;0;9005044926089;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;M;1;9005044926096;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;M/L;0;9005044926102;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;L;1;9005044926119;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;L/XL;0;9005044926126;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;XL;0;9005044926133;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;XXL;0;9005044926140;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;XXL/;0;9005044926157;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005044926;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;SORBO;LEOPAR;ECRU;;;;;;;XXXL;0;9005044926164;;59.99;59.99;1;20;20230203;20230218
BANDIT;banditas;005045343;1;;2;FEMME;1;PETITS HAUTS FEMME;4;CHEMISIER;E23;STAPELIA;;ECRU;;;;;;;0;0;9005045343014;;69.99;69.99;1;20;20230215;20230215
BANDIT;banditas;005045343;1;;2;FEMME;1;PETITS HAUTS FEMME;4;CHEMISIER;E23;STAPELIA;;ECRU;;;;;;;1;1;9005045343021;;69.99;69.99;1;20;20230215;20230215
BANDIT;banditas;005045343;1;;2;FEMME;1;PETITS HAUTS FEMME;4;CHEMISIER;E23;STAPELIA;;ECRU;;;;;;;2;1;9005045343038;;69.99;69.99;1;20;20230215;20230215
BANDIT;banditas;005045343;1;;2;FEMME;1;PETITS HAUTS FEMME;4;CHEMISIER;E23;STAPELIA;;ECRU;;;;;;;3;0;9005045343045;;69.99;69.99;1;20;20230215;20230215
BANDIT;banditas;005045343;1;;2;FEMME;1;PETITS HAUTS FEMME;4;CHEMISIER;E23;STAPELIA;;ECRU;;;;;;;4;0;9005045343052;;69.99;69.99;1;20;20230215;20230215
BANDIT;banditas;005045343;1;;2;FEMME;1;PETITS HAUTS FEMME;4;CHEMISIER;E23;STAPELIA;;ECRU;;;;;;;5;0;9005045343069;;69.99;69.99;1;20;20230215;20230215
BANDIT;banditas;005044267;1;;2;FEMME;3;MAILLE FEMME;3;PULL FEMME;E23;ZUELIKA;TYEDYE;TURQUO;;;;;;;TU;1;9005044267014;;64.99;64.99;1;20;20230117;20230218
BE COO;be coll fashion design;005043968;1;;2;FEMME;1;PETITS HAUTS FEMME;6;DEBARDEUR;E23;2314;;CAMEL;;;;;;;TU;2;9005043968011;;12.99;12.99;1;20;20230106;20230218
BEAUTI;beautiful encounter s.l;005041918;1;;2;FEMME;5;JUPE-ROBE FEMME;0;JUPES FEMME;H22;21550;SATINÉ;DORÉ;;;;;;;TU;1;9005041918018;;34.99;34.99;1;20;20221025;20230221
BEAUTI;beautiful encounter s.l;005043984;1;;2;FEMME;3;MAILLE FEMME;3;PULL FEMME;E23;22709;RAYE;NOIR;;;;;;;TU;2;9005043984011;;29.99;29.99;1;20;20230106;20230220
BEAUTI;beautiful encounter s.l;005043991;1;;2;FEMME;1;PETITS HAUTS FEMME;4;CHEMISIER;E23;72073;BASIC;BLANC;;;;;;;TU;2;9005043991019;;26.99;26.99;1;20;20230106;20230220
BEAUTI;beautiful encounter s.l;005043990;1;;2;FEMME;1;PETITS HAUTS FEMME;4;CHEMISIER;E23;7659;BOUTON;BLANC;;;;;;;TU;1;9005043990012;;29.99;29.99;1;20;20230106;20230221
C.SHIN;c.shining;005044248;1;;2;FEMME;0;PIECES A MANCHES FEMME;1;VESTES FEMME;E23;AG1759;;MARRON;;;;;;;TU;1;9005044248013;;99.99;99.99;1;20;20230117;20230221
CHANTA;chantal b;005044297;1;;2;FEMME;5;JUPE-ROBE FEMME;4;JOGGING;E23;OKINAWA;ETOILE;ECRU;;;;;;;XS;0;9005044297011;;54.99;54.99;1;20;20230117;20230217
CHANTA;chantal b;005044297;1;;2;FEMME;5;JUPE-ROBE FEMME;4;JOGGING;E23;OKINAWA;ETOILE;ECRU;;;;;;;XS-S;0;9005044297028;;54.99;54.99;1;20;20230117;20230217
CHANTA;chantal b;005044297;1;;2;FEMME;5;JUPE-ROBE FEMME;4;JOGGING;E23;OKINAWA;ETOILE;ECRU;;;;;;;S;0;9005044297035;;54.99;54.99;1;20;20230117;20230217
CHANTA;chantal b;005044297;1;;2;FEMME;5;JUPE-ROBE FEMME;4;JOGGING;E23;OKINAWA;ETOILE;ECRU;;;;;;;S-M;1;9005044297042;;54.99;54.99;1;20;20230117;20230217
CHANTA;chantal b;005044297;1;;2;FEMME;5;JUPE-ROBE FEMME;4;JOGGING;E23;OKINAWA;ETOILE;ECRU;;;;;;;M;0;9005044297059;;54.99;54.99;1;20;20230117;20230217
CHANTA;chantal b;005044297;1;;2;FEMME;5;JUPE-ROBE FEMME;4;JOGGING;E23;OKINAWA;ETOILE;ECRU;;;;;;;M-L;0;9005044297066;;54.99;54.99;1;20;20230117;20230217
CHANTA;chantal b;005044297;1;;2;FEMME;5;JUPE-ROBE FEMME;4;JOGGING;E23;OKINAWA;ETOILE;ECRU;;;;;;;L;0;9005044297073;;54.99;54.99;1;20;20230117;20230217
CHANTA;chantal b;005044297;1;;2;FEMME;5;JUPE-ROBE FEMME;4;JOGGING;E23;OKINAWA;ETOILE;ECRU;;;;;;;L-XL;1;9005044297080;;54.99;54.99;1;20;20230117;20230217
CHANTA;chantal b;005044297;1;;2;FEMME;5;JUPE-ROBE FEMME;4;JOGGING;E23;OKINAWA;ETOILE;ECRU;;;;;;;XL;0;9005044297097;;54.99;54.99;1;20;20230117;20230217
CHANTA;chantal b;005044297;1;;2;FEMME;5;JUPE-ROBE FEMME;4;JOGGING;E23;OKINAWA;ETOILE;ECRU;;;;;;;XL2X;0;9005044297103;;54.99;54.99;1;20;20230117;20230217
CHANTA;chantal b;005044297;1;;2;FEMME;5;JUPE-ROBE FEMME;4;JOGGING;E23;OKINAWA;ETOILE;ECRU;;;;;;;2XL;0;9005044297110;;54.99;54.99;1;20;20230117;20230217
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;XXXS;0;9005044286022;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;XXS;0;9005044286039;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;XXS/;0;9005044286046;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;XS;0;9005044286053;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;XS/S;0;9005044286060;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;S;1;9005044286077;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;S/M;0;9005044286084;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;M;1;9005044286091;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;M/L;0;9005044286107;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;L;1;9005044286114;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;L/XL;0;9005044286121;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;XL;0;9005044286138;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;XXL;0;9005044286145;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;XXL/;0;9005044286152;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044286;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;3D939;CARGO;KAKI;;;;;;;XXXL;0;9005044286169;;39.99;39.99;1;20;20230117;20230220
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;XXXS;0;9005044287029;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;XXS;0;9005044287036;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;XXS/;0;9005044287043;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;XS;0;9005044287050;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;XS/S;0;9005044287067;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;S;1;9005044287074;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;S/M;0;9005044287081;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;M;0;9005044287098;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;M/L;0;9005044287104;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;L;1;9005044287111;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;L/XL;0;9005044287128;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;XL;0;9005044287135;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;XXL;0;9005044287142;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;XXL/;0;9005044287159;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005044287;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;E23;6D230;CARGO;ECRU;;;;;;;XXXL;0;9005044287166;;39.99;39.99;1;20;20230117;20230215
CHEZ F;CHEZ FOLIES;005039988;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;H22;P105;;NOIR;;;;;;;XS;0;9005039988016;;29.99;29.99;1;20;20220829;20230220
CHEZ F;CHEZ FOLIES;005039988;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;H22;P105;;NOIR;;;;;;;XS-S;0;9005039988023;;29.99;29.99;1;20;20220829;20230220
CHEZ F;CHEZ FOLIES;005039988;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;H22;P105;;NOIR;;;;;;;S;1;9005039988030;;29.99;29.99;1;20;20220829;20230220
CHEZ F;CHEZ FOLIES;005039988;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;H22;P105;;NOIR;;;;;;;S-M;0;9005039988047;;29.99;29.99;1;20;20220829;20230220
CHEZ F;CHEZ FOLIES;005039988;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;H22;P105;;NOIR;;;;;;;M;0;9005039988054;;29.99;29.99;1;20;20220829;20230220
CHEZ F;CHEZ FOLIES;005039988;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;H22;P105;;NOIR;;;;;;;M-L;0;9005039988061;;29.99;29.99;1;20;20220829;20230220
CHEZ F;CHEZ FOLIES;005039988;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;H22;P105;;NOIR;;;;;;;L;0;9005039988078;;29.99;29.99;1;20;20220829;20230220
CHEZ F;CHEZ FOLIES;005039988;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;H22;P105;;NOIR;;;;;;;L-XL;0;9005039988085;;29.99;29.99;1;20;20220829;20230220
CHEZ F;CHEZ FOLIES;005039988;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;H22;P105;;NOIR;;;;;;;XL;0;9005039988092;;29.99;29.99;1;20;20220829;20230220
CHEZ F;CHEZ FOLIES;005039988;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;H22;P105;;NOIR;;;;;;;XL2X;0;9005039988108;;29.99;29.99;1;20;20220829;20230220
CHEZ F;CHEZ FOLIES;005039988;1;;2;FEMME;4;PANTALONS FEMME;8;PANTALON FEMME;H22;P105;;NOIR;;;;;;;2XL;0;9005039988115;;29.99;29.99;1;20;20220829;20230220
CHLOE;chloe et lucas;005045292;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;0;CHAUSSURES TALONS FEMME;E23;M3296;;NATURE;;;;;;;36;1;9005045292015;;39.99;39.99;1;20;20230214;20230216
CHLOE;chloe et lucas;005045292;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;0;CHAUSSURES TALONS FEMME;E23;M3296;;NATURE;;;;;;;37;1;9005045292022;;39.99;39.99;1;20;20230214;20230216
CHLOE;chloe et lucas;005045292;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;0;CHAUSSURES TALONS FEMME;E23;M3296;;NATURE;;;;;;;38;1;9005045292039;;39.99;39.99;1;20;20230214;20230216
CHLOE;chloe et lucas;005045292;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;0;CHAUSSURES TALONS FEMME;E23;M3296;;NATURE;;;;;;;39;1;9005045292046;;39.99;39.99;1;20;20230214;20230216
CHLOE;chloe et lucas;005045292;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;0;CHAUSSURES TALONS FEMME;E23;M3296;;NATURE;;;;;;;40;1;9005045292053;;39.99;39.99;1;20;20230214;20230216
CHLOE;chloe et lucas;005045292;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;0;CHAUSSURES TALONS FEMME;E23;M3296;;NATURE;;;;;;;41;1;9005045292060;;39.99;39.99;1;20;20230214;20230216
CHLOE;chloe et lucas;005045291;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;5;CHAUSSURE COMPENSEE;E23;M3364;;DORÉ;;;;;;;36;1;9005045291018;;39.99;39.99;1;20;20230214;20230218
CHLOE;chloe et lucas;005045291;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;5;CHAUSSURE COMPENSEE;E23;M3364;;DORÉ;;;;;;;37;1;9005045291025;;39.99;39.99;1;20;20230214;20230218
CHLOE;chloe et lucas;005045291;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;5;CHAUSSURE COMPENSEE;E23;M3364;;DORÉ;;;;;;;38;1;9005045291032;;39.99;39.99;1;20;20230214;20230218
CHLOE;chloe et lucas;005045291;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;5;CHAUSSURE COMPENSEE;E23;M3364;;DORÉ;;;;;;;39;1;9005045291049;;39.99;39.99;1;20;20230214;20230218
CHLOE;chloe et lucas;005045291;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;5;CHAUSSURE COMPENSEE;E23;M3364;;DORÉ;;;;;;;40;1;9005045291056;;39.99;39.99;1;20;20230214;20230218
CHLOE;chloe et lucas;005045291;1;;5;CHAUSSURES;1;CHAUSSURES FEMME;5;CHAUSSURE COMPENSEE;E23;M3364;;DORÉ;;;;;;;41;1;9005045291063;;39.99;39.99;1;20;20230214;20230218
